"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"lightgreen",96,96,10,0.000134522726601137,1,4,0.0416666666666667,0.108108108108108,37,"GO:0006805","BP","xenobiotic metabolic process","The chemical reactions and pathways involving a xenobiotic compound, a compound foreign to living organisms. Used of chemical compounds, e.g. a xenobiotic chemical, such as a pesticide."
"lightgreen",96,96,11,0.000150637488055712,1,2,0.0208333333333333,0.666666666666667,3,"GO:0009804","BP","coumarin metabolic process","The chemical reactions and pathways involving coumarins, compounds derived from the phenylacrylic skeleton of cinnamic acids."
"lightgreen",96,96,12,0.000161049340951309,1,13,0.135416666666667,0.0232974910394265,558,"GO:0022891","MF","substrate-specific transmembrane transporter activity","Enables the transfer of a specific substance or group of related substances from one side of a membrane to the other."
"lightgreen",96,96,13,0.000187075205356218,1,6,0.0625,0.0512820512820513,117,"GO:0005506","MF","iron ion binding","Interacting selectively and non-covalently with iron (Fe) ions."
"lightgreen",96,96,14,0.00020181610924737,1,4,0.0416666666666667,0.0975609756097561,41,"GO:0071466","BP","cellular response to xenobiotic stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a xenobiotic compound stimulus. Xenobiotic compounds are compounds foreign to living organisms."
"lightgreen",96,96,15,0.000212813299613974,1,9,0.09375,0.03125,288,"GO:0051186","BP","cofactor metabolic process","The chemical reactions and pathways involving a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate."
"lightgreen",96,96,16,0.000261184708859877,1,15,0.15625,0.02,750,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"lightgreen",96,96,17,0.000265893046263386,1,11,0.114583333333333,0.0252873563218391,435,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"lightgreen",96,96,18,0.000299871383637863,1,2,0.0208333333333333,0.5,4,"GO:0006166","BP","purine ribonucleoside salvage","Any process which produces a purine nucleoside from derivatives of it, without de novo synthesis."
"lightgreen",96,96,19,0.000359077133265452,1,14,0.145833333333333,0.0203488372093023,688,"GO:0019752","BP","carboxylic acid metabolic process","The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"lightgreen",96,96,20,0.000427293726404816,1,3,0.03125,0.142857142857143,21,"GO:0006783","BP","heme biosynthetic process","The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors."
"lightyellow",84,84,1,3.85658994807377e-05,0.649526879054584,2,0.0238095238095238,1,2,"GO:0035470","BP","positive regulation of vascular wound healing","Any process that increases the rate, frequency, or extent of blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."
"lightyellow",84,84,2,3.85658994807377e-05,0.649526879054584,2,0.0238095238095238,1,2,"GO:0045977","BP","positive regulation of mitotic cell cycle, embryonic","Any process that activates or increases the frequency, rate or extent of progression through the embryonic mitotic cell cycle."
"lightyellow",84,84,3,3.85658994807377e-05,0.649526879054584,2,0.0238095238095238,1,2,"GO:0072144","BP","glomerular mesangial cell development","The process whose specific outcome is the progression of a glomerular mesangial cell in the kidney over time, from its formation to the mature structure."
"lightyellow",84,84,4,0.000115227242661579,1,2,0.0238095238095238,0.666666666666667,3,"GO:0072143","BP","mesangial cell development","The process whose specific outcome is the progression of a mesangial cell in the kidney over time, from its formation to the mature structure."
"lightyellow",84,84,5,0.000115227242661579,1,2,0.0238095238095238,0.666666666666667,3,"GO:1904238","BP","pericyte cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a pericyte cell."
"lightyellow",84,84,6,0.000229517825817039,1,2,0.0238095238095238,0.5,4,"GO:0030242","BP","pexophagy","The process in which peroxisomes are delivered to the vacuole and degraded in response to changing nutrient conditions."
"lightyellow",84,84,7,0.000288408042424137,1,3,0.0357142857142857,0.142857142857143,21,"GO:0043536","BP","positive regulation of blood vessel endothelial cell migration","Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."
"lightyellow",84,84,8,0.000380975663535328,1,2,0.0238095238095238,0.4,5,"GO:0009794","BP","regulation of mitotic cell cycle, embryonic","Any process that modulates the frequency, rate or extent of replication and segregation of genetic material in the embryo."
"lightyellow",84,84,9,0.000380975663535328,1,2,0.0238095238095238,0.4,5,"GO:0061042","BP","vascular wound healing","Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."
"lightyellow",84,84,10,0.000569142955224807,1,2,0.0238095238095238,0.333333333333333,6,"GO:0090050","BP","positive regulation of cell migration involved in sprouting angiogenesis","Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."
"lightyellow",84,84,11,0.000689068855112573,1,9,0.107142857142857,0.0231958762886598,388,"GO:0030855","BP","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."
"lightyellow",84,84,12,0.000881325194295554,1,6,0.0714285714285714,0.0335195530726257,179,"GO:0090287","BP","regulation of cellular response to growth factor stimulus","Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."
"lightyellow",84,84,13,0.00102358339750493,1,3,0.0357142857142857,0.09375,32,"GO:0007031","BP","peroxisome organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a peroxisome. A peroxisome is a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules."
"lightyellow",84,84,14,0.00112089020807935,1,3,0.0357142857142857,0.0909090909090909,33,"GO:0045668","BP","negative regulation of osteoblast differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."
"lightyellow",84,84,15,0.00122384933813152,1,3,0.0357142857142857,0.0882352941176471,34,"GO:0090303","BP","positive regulation of wound healing","Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."
"lightyellow",84,84,16,0.0013493856240206,1,2,0.0238095238095238,0.222222222222222,9,"GO:0072148","BP","epithelial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into an epithelial cell."
"lightyellow",84,84,17,0.00165412032247998,1,5,0.0595238095238095,0.0364963503649635,137,"GO:0045165","BP","cell fate commitment","The commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."
"lightyellow",84,84,18,0.00167989526354459,1,2,0.0238095238095238,0.2,10,"GO:0060055","BP","angiogenesis involved in wound healing","Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to a damaged tissue, following an injury."
"lightyellow",84,84,19,0.00169460550262095,1,3,0.0357142857142857,0.0789473684210526,38,"GO:0048010","BP","vascular endothelial growth factor receptor signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a vascular endothelial growth factor receptor (VEGFR) located on the surface of the receiving cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"lightyellow",84,84,20,0.00176797483392385,1,6,0.0714285714285714,0.0292682926829268,205,"GO:0043010","BP","camera-type eye development","The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."
"magenta",294,289,1,2.70069538868715e-06,0.045485111736269,9,0.0311418685121107,0.160714285714286,56,"GO:0019003","MF","GDP binding","Interacting selectively and non-covalently with GDP, guanosine 5'-diphosphate."
"magenta",294,289,2,0.00032259583579709,1,3,0.0103806228373702,0.428571428571429,7,"GO:0061314","BP","Notch signaling involved in heart development","The series of molecular signals initiated by binding of an extracellular ligand to a Notch receptor on the surface of the target cell and contributing to the progression of the heart over time."
"magenta",294,289,3,0.000460401168327705,1,2,0.0069204152249135,1,2,"GO:0098559","CC","cytoplasmic side of early endosome membrane","The side (leaflet) of the early endosome membrane that faces the cytoplasm."
"magenta",294,289,4,0.000460401168327705,1,2,0.0069204152249135,1,2,"GO:0033149","MF","FFAT motif binding","Interacting selectively and non-covalently with the FFAT motif, a short motif containing diphenylalanine in an acidic tract that targets proteins to the cytosolic surface of the ER and to the nuclear membrane by binding directly to members of the VAP (VAMP-associated protein) protein family."
"magenta",294,289,5,0.000742579586874745,1,7,0.0242214532871972,0.1,70,"GO:0000502","CC","proteasome complex","A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core."
"magenta",294,289,6,0.00105420242203348,1,3,0.0103806228373702,0.3,10,"GO:0048185","MF","activin binding","Interacting selectively and non-covalently with activin, a dimer of inhibin-beta subunits."
"magenta",294,289,7,0.00131145701166365,1,7,0.0242214532871972,0.0909090909090909,77,"GO:0019882","BP","antigen processing and presentation","The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."
"magenta",294,289,8,0.00136154638875133,1,2,0.0069204152249135,0.666666666666667,3,"GO:0010009","CC","cytoplasmic side of endosome membrane","The side (leaflet) of the endosome membrane that faces the cytoplasm."
"magenta",294,289,9,0.00142656674324915,1,3,0.0103806228373702,0.272727272727273,11,"GO:0000153","CC","cytoplasmic ubiquitin ligase complex","A ubiquitin ligase complex found in the cytoplasm."
"magenta",294,289,10,0.00158160503697102,1,4,0.013840830449827,0.166666666666667,24,"GO:0042605","MF","peptide antigen binding","Interacting selectively and non-covalently with an antigen peptide."
"magenta",294,289,11,0.00159886921465576,1,15,0.0519031141868512,0.0515463917525773,291,"GO:0005525","MF","GTP binding","Interacting selectively and non-covalently with GTP, guanosine triphosphate."
"magenta",294,289,12,0.00187199041323479,1,3,0.0103806228373702,0.25,12,"GO:0070971","CC","endoplasmic reticulum exit site","An endoplasmic reticulum part at which COPII-coated vesicles are produced."
"magenta",294,289,13,0.00187199041323479,1,3,0.0103806228373702,0.25,12,"GO:0070628","MF","proteasome binding","Interacting selectively and non-covalently with a proteasome, a large multisubunit protein complex that catalyzes protein degradation."
"magenta",294,289,14,0.00209702908385563,1,6,0.0207612456747405,0.0967741935483871,62,"GO:0030433","BP","ER-associated ubiquitin-dependent protein catabolic process","The chemical reactions and pathways resulting in the breakdown of proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation. This process acts on misfolded proteins as well as in the regulated degradation of correctly folded proteins."
"magenta",294,289,15,0.00211652193432295,1,11,0.0380622837370242,0.0597826086956522,184,"GO:0048193","BP","Golgi vesicle transport","The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."
"magenta",294,289,16,0.00215139843615062,1,4,0.013840830449827,0.153846153846154,26,"GO:0045070","BP","positive regulation of viral genome replication","Any process that activates or increases the frequency, rate or extent of viral genome replication."
"magenta",294,289,17,0.00216641129543768,1,79,0.273356401384083,0.028980190755686,2726,"GO:0012505","CC","endomembrane system","A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."
"magenta",294,289,18,0.00220562401976082,1,47,0.162629757785467,0.0327070285316632,1437,"GO:0001883","MF","purine nucleoside binding","Interacting selectively and non-covalently with a purine nucleoside, a compound consisting of a purine base linked either to ribose or deoxyribose."
"magenta",294,289,19,0.00220562401976082,1,47,0.162629757785467,0.0327070285316632,1437,"GO:0032549","MF","ribonucleoside binding","Interacting selectively and non-covalently with a ribonucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked to ribose."
"magenta",294,289,20,0.00224638697663235,1,54,0.186851211072664,0.0315420560747664,1712,"GO:0097367","MF","carbohydrate derivative binding","Interacting selectively and non-covalently with a carbohydrate derivative."
"midnightblue",134,134,1,2.56203971791787e-07,0.00431498729291727,23,0.171641791044776,0.033625730994152,684,"GO:0009887","BP","organ morphogenesis","Morphogenesis of an organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"midnightblue",134,134,2,1.93343634760624e-06,0.0325629349663843,40,0.298507462686567,0.0210415570752236,1901,"GO:0009653","BP","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"midnightblue",134,134,3,9.5384502716423e-06,0.160646579475,3,0.0223880597014925,0.6,5,"GO:0005861","CC","troponin complex","A complex of accessory proteins (typically troponin T, troponin I and troponin C) found associated with actin in muscle thin filaments; involved in calcium regulation of muscle contraction."
"midnightblue",134,134,4,1.04020279430448e-05,0.175190954616761,11,0.082089552238806,0.0509259259259259,216,"GO:0048562","BP","embryonic organ morphogenesis","Morphogenesis, during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"midnightblue",134,134,5,1.5641397737787e-05,0.263432420699808,4,0.0298507462686567,0.25,16,"GO:0005865","CC","striated muscle thin filament","Filaments formed of actin and associated proteins; attached to Z discs at either end of sarcomeres in myofibrils."
"midnightblue",134,134,6,1.65722377991585e-05,0.279109629013427,46,0.343283582089552,0.0180675569520817,2546,"GO:0030154","BP","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"midnightblue",134,134,7,2.45576831023906e-05,0.413600498810462,16,0.119402985074627,0.0331262939958592,483,"GO:0001568","BP","blood vessel development","The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."
"midnightblue",134,134,8,2.74965468898115e-05,0.463096842718205,48,0.358208955223881,0.0173976078289235,2759,"GO:0048869","BP","cellular developmental process","A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."
"midnightblue",134,134,9,3.24048385250995e-05,0.545762290439726,18,0.134328358208955,0.0296540362438221,607,"GO:0051270","BP","regulation of cellular component movement","Any process that modulates the frequency, rate or extent of the movement of a cellular component."
"midnightblue",134,134,10,3.25464518680575e-05,0.548147342361824,4,0.0298507462686567,0.210526315789474,19,"GO:0003009","BP","skeletal muscle contraction","A process in which force is generated within skeletal muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. In the skeletal muscle, the muscle contraction takes advantage of an ordered sarcomeric structure and in most cases it is under voluntary control."
"midnightblue",134,134,11,4.30713627292548e-05,0.72540789108611,16,0.119402985074627,0.0316205533596838,506,"GO:0001944","BP","vasculature development","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."
"midnightblue",134,134,12,4.72589508129051e-05,0.795935249590948,22,0.164179104477612,0.0252583237657865,871,"GO:0048646","BP","anatomical structure formation involved in morphogenesis","The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"midnightblue",134,134,13,4.84252350227238e-05,0.815577808252715,31,0.23134328358209,0.0208193418401612,1489,"GO:0048468","BP","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."
"midnightblue",134,134,14,5.24763365371217e-05,0.883806459958204,13,0.0970149253731343,0.0367231638418079,354,"GO:0001501","BP","skeletal system development","The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."
"midnightblue",134,134,15,5.7771255083128e-05,0.972983478110042,9,0.0671641791044776,0.0520231213872832,173,"GO:0048705","BP","skeletal system morphogenesis","The process in which the anatomical structures of the skeleton are generated and organized."
"midnightblue",134,134,16,6.00147790313683e-05,1,4,0.0298507462686567,0.181818181818182,22,"GO:0060351","BP","cartilage development involved in endochondral bone morphogenesis","The process whose specific outcome is the progression of the cartilage that will provide a scaffold for mineralization of endochondral bones."
"midnightblue",134,134,17,6.58000586656747e-05,1,60,0.447761194029851,0.015420200462606,3891,"GO:0032502","BP","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
"midnightblue",134,134,18,7.5955117227058e-05,1,55,0.41044776119403,0.015868436237738,3466,"GO:0048856","BP","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"midnightblue",134,134,19,0.000100822991031995,1,7,0.0522388059701493,0.0648148148148148,108,"GO:0048706","BP","embryonic skeletal system development","The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure."
"midnightblue",134,134,20,0.000100994326602852,1,59,0.440298507462687,0.0153047989623865,3855,"GO:0044767","BP","single-organism developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition, involving only one organism."
"pink",468,459,1,3.84774247143957e-10,6.48036787039852e-06,37,0.0806100217864924,0.109144542772861,339,"GO:0048568","BP","embryonic organ development","Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"pink",468,459,2,5.48943648910607e-10,9.24530893495244e-06,64,0.139433551198257,0.0772014475271411,829,"GO:0009790","BP","embryo development","The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."
"pink",468,459,3,6.67886846219105e-10,1.12485502640222e-05,49,0.106753812636166,0.0890909090909091,550,"GO:0043009","BP","chordate embryonic development","The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."
"pink",468,459,4,9.08143286180254e-10,1.52949492258478e-05,49,0.106753812636166,0.0882882882882883,555,"GO:0009792","BP","embryo development ending in birth or egg hatching","The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."
"pink",468,459,5,4.16154392246859e-09,7.0088722742216e-05,44,0.0958605664488017,0.0897959183673469,490,"GO:0048729","BP","tissue morphogenesis","The process in which the anatomical structures of a tissue are generated and organized."
"pink",468,459,6,2.04891690759874e-08,0.000345078585577781,30,0.065359477124183,0.108695652173913,276,"GO:0060562","BP","epithelial tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."
"pink",468,459,7,5.65886208560552e-08,0.000953065552457682,61,0.132897603485839,0.0700344431687715,871,"GO:0048646","BP","anatomical structure formation involved in morphogenesis","The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"pink",468,459,8,8.43012998011506e-08,0.00141980249125098,36,0.0784313725490196,0.0909090909090909,396,"GO:0002009","BP","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."
"pink",468,459,9,9.008780527075e-08,0.00151725881636997,40,0.0871459694989107,0.0852878464818763,469,"GO:0035295","BP","tube development","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."
"pink",468,459,10,2.07930046202361e-07,0.00350195783814016,105,0.228758169934641,0.0552340873224619,1901,"GO:0009653","BP","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"pink",468,459,11,2.21994123899391e-07,0.00373882503471355,30,0.065359477124183,0.0977198697068404,307,"GO:0035239","BP","tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."
"pink",468,459,12,3.61798848676469e-07,0.00609341620940908,30,0.065359477124183,0.0955414012738854,314,"GO:0007389","BP","pattern specification process","Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."
"pink",468,459,13,4.07905400271331e-07,0.00686994275136976,13,0.028322440087146,0.191176470588235,68,"GO:0001570","BP","vasculogenesis","The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."
"pink",468,459,14,4.35021722451649e-07,0.00732663584953067,35,0.0762527233115468,0.0864197530864197,405,"GO:0048514","BP","blood vessel morphogenesis","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."
"pink",468,459,15,4.51982812393047e-07,0.00761229452632369,7,0.0152505446623094,0.4375,16,"GO:0045095","CC","keratin filament","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins."
"pink",468,459,16,5.89762924671519e-07,0.00993278717731773,76,0.16557734204793,0.0602218700475436,1262,"GO:0009888","BP","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."
"pink",468,459,17,5.94797517208491e-07,0.0100175797848254,53,0.115468409586057,0.0694626474442988,763,"GO:0072358","BP","cardiovascular system development","The process whose specific outcome is the progression of the cardiovascular system over time, from its formation to the mature structure. The cardiovascular system is the anatomical system that has as its parts the heart and blood vessels."
"pink",468,459,18,5.94797517208491e-07,0.0100175797848254,53,0.115468409586057,0.0694626474442988,763,"GO:0072359","BP","circulatory system development","The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."
"pink",468,459,19,6.73747627118029e-07,0.0113472575359218,49,0.106753812636166,0.0716374269005848,684,"GO:0009887","BP","organ morphogenesis","Morphogenesis of an organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"pink",468,459,20,1.18007564267812e-06,0.0198748339739848,30,0.065359477124183,0.0903614457831325,332,"GO:0001525","BP","angiogenesis","Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."
"purple",228,211,1,0.000671926134640613,1,4,0.018957345971564,0.153846153846154,26,"GO:0007608","BP","sensory perception of smell","The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."
"purple",228,211,2,0.000727686948639803,1,2,0.00947867298578199,0.666666666666667,3,"GO:0001951","BP","intestinal D-glucose absorption","Uptake of D-glucose into the blood by absorption from the small intestine."
"purple",228,211,3,0.000727686948639803,1,2,0.00947867298578199,0.666666666666667,3,"GO:1902896","BP","terminal web assembly","The aggregation, arrangement and bonding together of a set of components to form a terminal web."
"purple",228,211,4,0.000727686948639803,1,2,0.00947867298578199,0.666666666666667,3,"GO:0004558","MF","alpha-1,4-glucosidase activity","Catalysis of the hydrolysis of terminal, non-reducing alpha-(1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose."
"purple",228,211,5,0.000754916098329034,1,3,0.014218009478673,0.25,12,"GO:0004984","MF","olfactory receptor activity","Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."
"purple",228,211,6,0.00144030934091894,1,2,0.00947867298578199,0.5,4,"GO:0032532","BP","regulation of microvillus length","A process that modulates the length of a microvillus."
"purple",228,211,7,0.00144030934091894,1,2,0.00947867298578199,0.5,4,"GO:0015183","MF","L-aspartate transmembrane transporter activity","Enables the transfer of L-aspartate from one side of a membrane to the other. L-aspartate is the anion derived from aspartic acid."
"purple",228,211,8,0.00352675537490106,1,2,0.00947867298578199,0.333333333333333,6,"GO:0032536","BP","regulation of cell projection size","A process that modulates the size of a cell projection."
"purple",228,211,9,0.00352675537490106,1,2,0.00947867298578199,0.333333333333333,6,"GO:0038093","BP","Fc receptor signaling pathway","A series of molecular signals initiated by the binding of the Fc portion of an immunoglobulin to an Fc receptor on the surface of a signal-receiving cell, and ending with regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."
"purple",228,211,10,0.00352675537490106,1,2,0.00947867298578199,0.333333333333333,6,"GO:0005313","MF","L-glutamate transmembrane transporter activity","Enables the transfer of L-glutamate from one side of a membrane to the other. L-glutamate is the anion of 2-aminopentanedioic acid."
"purple",228,211,11,0.00352675537490106,1,2,0.00947867298578199,0.333333333333333,6,"GO:0070492","MF","oligosaccharide binding","Interacting selectively and non-covalently with any oligosaccharide, a molecule with between two and (about) 20 monosaccharide residues connected by glycosidic linkages."
"purple",228,211,12,0.0041128632686591,1,3,0.014218009478673,0.142857142857143,21,"GO:0050892","BP","intestinal absorption","Any process in which nutrients are taken up from the contents of the intestine."
"purple",228,211,13,0.00488654334194302,1,2,0.00947867298578199,0.285714285714286,7,"GO:0002315","BP","marginal zone B cell differentiation","The process in which a B cell in the spleen acquires the specialized features of a marginal zone B cell. Marginal zone B cells are localized in a distinct anatomical region of the spleen that represents the major antigen-filtering and scavenging area (by specialized macrophages resident there). It appears that they are preselected to express a BCR repertoire similar to B-1 B cells, biased toward bacterial cell wall constituents and senescent self-components (such as oxidized LDL)."
